Cave_ID	Cave_Name	Cave_Synonyms	Cave_Type	Region	Subregion	Municipality	Settlement	Longitude	Latitude	Altitude	Location_Status	Cave_short_references	Reference_ID	Protection_Status	Cave_Description
113	Spilaio Neraidospilios 	Spilaio Eileithyias	Natural	Kriti	Irakleio	Chersonisos	Karteros	25.20543251	35.324541649	75	Location known	Lindberg 1955a|Petrocheilou 1984	870|1073		
114	Spilaio Spiliara Almyrou		Natural	Kriti	Irakleio	Malevizi	Gazi	25.046966961	35.33278345	47	Location known	Brunet 1994|Lindberg 1955a	740|870	K705 - Almyros potamos – Keri Dimon Gaziou kai Tylissou [Wildlife Refuge]: OGG 680/Β/2002	
115	Spilaio Palaiokastritsas		Natural	Ionioi Nisoi	Kerkyra	Kerkyra	Palaiokastritsa	19.707255606	39.677813085	107	Location known				
116	Spilaio Katafygi		Natural	Peloponnisos	Messinia	Dytiki Mani	Agios Dimitrios	22.297459518	36.802884215	12	Location known	Ioannou 1973d|Ioannou 1975e|Lindberg 1955b|Petrocheilos 1953a|Petrocheilou 1984	820|832|871|959|1073		
117	Spilaio Evripidi	Spilaio Peristerion, Spilaio Konchi mt	Natural	Attiki	Nisoi Attikis	Salamina	Peristeria	23.452250176	37.882256128	121	Location known	Lindberg 1955b	871		
118	Spilaio Maara		Natural	Anatoliki Makedonia-Thraki	Drama	Prosotsani	Aggitis	23.893834738	41.219924918	135	Location known	Lindberg 1955b|Petrocheilos 1952a|Petrocheilou 1984	871|955|1073	Modified: GR1150005 - Koryfes Orous Pangaio (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
119	Spilaio Folia Drakou		Natural	Anatoliki Makedonia-Thraki	Drama	Kato Nevrokopi	Potamoi	24.091014	41.431119	420	Location known			GR1140008 - Kentriki Rodopi and Koilada Nestou (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
120	Varathro Trypa Pachnis	Raevitsa 1 (Dupkata)	Natural	Anatoliki Makedonia-Thraki	Xanthi	Mykis	Pachni	24.896659	41.300718	680	Location known				
121	Varathro  Pachnis	Raevitsa 2	Natural	Anatoliki Makedonia-Thraki	Xanthi	Mykis	Pachni	24.896285	41.299761	600	Location known				
123	Spilaio Spiliara		Artificial	Kriti	Irakleio	Irakleio	Agia Eirini (Spilia)	25.164280408	35.278013854	152	Location known			K859 - Oros Giouchta kai Farangi Agias Eirinis Dimos Archanon [Wildlife Refuge]: OGG 927/Β/2002	
124	Spilaio Idaio Antro	Hohle Zeus	Natural	Kriti	Rethymno	Anogeia	Anogeia	24.828913714	35.208207389	1518	Location known	Petrocheilou 1984	1073	GR4330009 - Oros Psiloreitis (notiodytiko Tmima) (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
125	Anonymous cave II at Kapnofyto		Natural	Kentriki Makedonia	Serres	Sintiki	Kapnofyto	23.480738877	41.294872003	332	Location known	Lindberg 1955b	871		
126	Spilaio Drakoneras		Natural	Attiki	Anatoliki Attiki	Marathonas	Kato Souli	24.038018787	38.160521627	78	Location known	Lindberg 1955b	871	GR3000016 - Ygrotopos Schinia (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
127	Spilaio Kyklopon		Natural	Anatoliki Makedonia-Thraki	Kavala	Pangaio	Nea Irakleitsa	24.334262931	40.859274571	85	Location known	Lindberg 1955b	871		
128	Spilaio Ntaveli	Daveli cave, "Spilia Paveli", Spilaio Amomon	Natural	Attiki	Voreios Tomeas Attikis	Penteli	Nea Penteli	23.876924866	38.070702483	712	Location known	Lindberg 1955b|Anonymous 1935	871|1153		
129	Spilaio Plaka III		Natural	Peloponnisos	Lakonia	Anatoliki Mani	Areopoli	22.366794165	36.678119205	60	Location known	Lindberg 1955b	871	GR2540008 - Notia Mani (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
130	Spilaio Siassiaki		Natural	Kentriki Makedonia	Imathia	Naousa	Naousa	22.069173005	40.640712425	231	Location known	Lindberg 1955b	871		
131	Spilaio Trachilas	Trimesi	Natural	Peloponnisos	Messinia	Dytiki Mani	Trachila	22.323044153	36.751620283	82	Location known	Lindberg 1955b	871	GR2550006 - Oros Taygetos ­ Spilaio Trachilas - Spilaio Vatsinidi (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
132	Spilaio Nymfon	St’Tzarn Trypa	Natural	Thessalia	Larisa	Tempi	Spilia	22.641033364	39.820853854	1119	Location known			GR1420007 - Oros Ossa (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
133	Spilaio Kaiadas		Natural	Peloponnisos	Lakonia	Sparti	Trypi	22.34059649	37.095993259	526	Location known			GR2550009 - Oros Taygetos - Lagkada Trypis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
134	Spilaio Agiou Antoniou		Natural	Kriti	Rethymno	Amari	Patsos	24.570475721	35.255745373	368	Location known			GR4330004 - Prassano Farangi - Patsos - Sfakoryako Rema - Paralia Rethymnou and Ekvoli Geropotamou, Akr. Lianos Kavos - Perivolia (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
135	Spilaio Petralonon		Natural	Kentriki Makedonia	Chalkidiki	Nea Propontida	Petralona	23.167648293	40.373279038	323	Location known	Kanellis 1962|Petrocheilos 1960|Petrocheilou 1962a|Petrocheilou 1964a|Petrocheilou 1972i|Petrocheilou 1984	842|976|989|1000|1045|1073	K820 - Petralona - Krini sti thesi Katsika Dimou Triglias [Wildlife Refuge]: OGG 570/Β/2001	
136	Spilaio Tzani Spilios		Natural	Kriti	Chania	Platanias	Lakkoi	23.907612267	35.349320181	1056	Location known	Nikolopoulos 1961|Petrocheilou et al. 1976|Anonymous 1965	908|1083|1155	GR4340008 - Lefka Ori and Paraktia Zoni (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
137	Spilaio Graspilaia		Natural	Sterea Ellada	Evvoia	Kymi - Aliveri	Oktonia	24.19120277800001	38.5116	423	Location known	Skouras 2000	1123	K360 - Oreinos Ogkos (Achladeris-Oktonias-Avlonariou) [Wildlife Refuge]: OGG 499/Β/1988	
138	Spilaio Katelanrachi		Natural	Sterea Ellada	Evvoia	Dirfys - Messapies	Lamari	23.90529498300001	38.647748256	313	Location known	Skouras 2000	1123		
139	Spilaio Pigi Nymfis		Natural	Sterea Ellada	Evvoia	Dirfys - Messapies	Makrykapa	23.756706	38.625628	400	Unknown exact location	Skouras 2000|Kanellis 1934	1123|841		
140	Spilaio Arkalospilios		Natural	Kriti	Chania	Chania	Chordaki	24.159951165	35.559354991	202	Location known				
141	Spilaio Panagias Kakoperatianis		Natural	Voreio Aigaio	Samos	Samos	Kosmadaioi	26.646019847	37.749570446	617	Location known	Kirdis & Papadopoulos 2000|Petrocheilou 1984|Petrocheilos 1952e	847|1073|1152	GR4120008 - Samos: Oros Kerkis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
142	Spilaio Profiti Ilia		Natural	Thessalia	Larisa	Tempi	Ampelakia	22.57146	39.862397	587	Location known			GR1420007 - Oros Ossa (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
143	Spilaio Agiou Nikolaou		Natural	Dytiki Makedonia	Kastoria	Kastoria	Kastoria	21.28557994	40.505501777	644	Location known	Lindberg 1955b	871	K112 - Limni-Vouno Kastorias [Wildlife Refuge]: OGG 717/Β/1997|GR1320003 - Limni Orestias (Kastorias) (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
144	Spilaio Raos tou Choutra	Futra Raos (Riedel, 1981), Phutra to Nao (Riedel, 1981)	Natural	Voreio Aigaio	Samos	Ikaria	Petropoulio	26.15525749290598	37.59228535506044	366	Location known				
145	Spilaio Pozzo A10		Natural	Ipeiros	Arta	Kentrika Tzoumerka	Drosopigi (Voulgareli)	21.181081583	39.392915998	1553	Location known	Bonzano & Calandri 1984	1159	GR2130013 - Evryteri Periochi Athamanikon Oreon (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
146	Spilaio Pozzo A17		Natural	Ipeiros	Arta	Kentrika Tzoumerka	Drosopigi (Voulgareli)	21.179668384	39.392910639	1571	Location known	Bonzano & Calandri 1984	1159	GR2130013 - Evryteri Periochi Athamanikon Oreon (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
147	Spilaio Pozzo A7		Natural	Ipeiros	Arta	Kentrika Tzoumerka	Drosopigi (Voulgareli)	21.180426081	39.392175311	1553	Location known	Bonzano & Calandri 1984	1159	GR2130013 - Evryteri Periochi Athamanikon Oreon (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
148	Spilaio Geraniou		Natural	Kriti	Rethymno	Rethymno	Gerani	24.407853106	35.35857118	27	Location known	Makris 1969|Petrocheilou 1980b|Petrocheilou 1984	874|1069|1073		
149	Varathro Megalos Votsos		Natural	Voreio Aigaio	Samos	Fournon Korseon	Fournoi	26.48612765	37.583166474	238	Location known	Paragamian 2006	943	GR4120006 - Nisos Fournoi and Nisides Thymaina, Alatsonisi, Thymainaki, Strongylo, Plaka, Makronisi, Mikros and Megalos Anthropofagos, Agios Minas (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
150	Military trench (Abri)		Natural	Kentriki Makedonia	Serres	Sintiki	Sidirokastro	23.403894243	41.253328962	127	Location known			GR1260007 - Ori Vrontous - Lailias - Epimikes - spilaia Zesta Nera kai Katarrakton (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
151	Spilaio Fylakis		Natural	Thessalia	Magnisia	Almyros	Fylaki	22.53646321200001	39.255409786	246	Location known				
152	Spilaio Drakotrypia	Drakospilia, spilaio Reas	Natural	Peloponnisos	Arkadia	Gortynia	Vytina	22.209222043	37.666741225	1448	Location known			GR2520001 - Oros Mainalo (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
153	Spilaio Monis Mavriotisas	Goloubintsa trypa, Troû de Goloubintsa	Natural	Dytiki Makedonia	Kastoria	Kastoria	Kastoria	21.292288036	40.510558075	645	Location known	Lindberg 1955b	871	GR1320003 - Limni Orestias (Kastorias) (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)|K112 - Limni-Vouno Kastorias [Wildlife Refuge]: OGG 717/Β/1997	
154	Spilaia Kerkyras		Natural	Ionioi Nisoi	Kerkyra	Kerkyra	NA				Unknown Location				
155	Varathro Provatina		Natural	Ipeiros	Ioannina	Zagori	Papigko	20.74574	39.955704	1855	Location known			GR2130009 - Oros Tymfi (Gkamila) (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
156	Spilaio Agias Triadas		Natural	Voreio Aigaio	Samos	Samos	Kallithea	26.603161079	37.727789146	870	Location known	Petrocheilou 1984|Petrocheilos 1952e	1073|1152	GR4120008 - Samos: Oros Kerkis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
157	Spilaio Ellinokamara		Natural	Notio Aigaio	Karpathos	Kasos	Agia Marina	26.904093528	35.402765942	130	Location known	Rathgeber & Jantschke 2005|Sakellarakis 1985	1108|1111	GR4210001 - Kasos and Kasonisia - Evryteri Thalassia Periochi (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
158	Spilaio Panagias Spilianis		Natural	Voreio Aigaio	Samos	Samos	Pythagorio	26.937227504	37.695724332	125	Location known	Petrocheilou 1984|Petrocheilos 1952e|Kirdis & Papadopoulos 2000	1073|1152|847		
159	Cave south of Pigadia		Natural	Notio Aigaio	Karpathos	Karpathos	Pigadia	27.213868	35.498441	100	Unknown exact location				
160	Spilaio Tzetze Trypa	Spilaio Kasoli	Natural	Voreio Aigaio	Samos	Samos	Kosmadaioi	26.665707356	37.762669104	495	Location known	Kirdis & Papadopoulos 2000|Petrocheilos 1952e	847|1152	GR4120008 - Samos: Oros Kerkis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
161	Spilaio Megali Spilia		Natural	Ionioi Nisoi	Zakynthos	Zakynthos	Gyri	20.756731	37.798378	500	Location known	Zelilidis 1994	1142		
162	Spilaio Briba		Natural	Ionioi Nisoi	Zakynthos	Zakynthos	Gyri	20.757699	37.799181	500	Unknown exact location				
163	Subterranean passages of the ancient city of Rhodes		Natural	Notio Aigaio	Rodos	Rodos	Rodos	28.222442	36.443258	25	Location known				
164	Spilaia Rentinas		Artificial	Kentriki Makedonia	Thessaloniki	Volvi	Rentina	23.6181470634624	40.65985941918815	59	Location known	Strinati 1959	1163	GR1220009 - Limnes Koroneias - Volvis, Stena Rentinas and Evryteri Periochi (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)|K735 - Madytou, Apollonias, Limnis Volvis, Ekvoles Rycheiou Potamou Dimon Apollonias, Ag. Georgiou kai Rentinas [Wildlife Refuge]: OGG 810/Β/2001	
165	Spilaio Agiou Galaktos		Natural	Voreio Aigaio	Chios	Chios	Agio Gala	25.860988835	38.562377083	172	Location known	Petrocheilou 1971a|Petrocheilou 1984	1029|1073	K905 - Ag. Galaktos Dimou Amanis [Wildlife Refuge]: OGG 1059/Β/2006	
166	Spilaio Anthropograva	"Grava Khmatia"	Natural	Ionioi Nisoi	Kerkyra	Kerkyra	Klimatia	19.7868	39.7431	256	Location known	Ioannou 1972c	814		
167	Spilaio Thergiospilios		Natural	Kriti	Lasithi	Ierapetra	Kavousi	25.837445	35.138238	50	Location known	Platakis 1975|Platakis 1976	1102|1103	GR4320005 - Oros Thryptis and Gyro Periochi (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
168	Spilaio Petala		Natural	Ionioi Nisoi	Kefalonia	Kefalonia	Petalas island	21.09465444	38.415733896	146	Location known			GR2310015 - Delta Acheloou, Limnothalassa Mesolongiou - Aitolikou and Ekvoles Evinou, Nisoi Echinades, Nisos Petalas, Dytikos Arakynthos and Stena Kleisouras (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	Roewer’s record of <i>Cteniza moggridgei</i> O. Pickard-Cambridge, 1874 from the cave of Petalas (1962) considered doubtful by Brignoli (1979) and Bosmans & Chatzaki (2005) removed the species from the spiders' list of Greece.
169	Spilaio Kourna		Natural	Kriti	Chania	Apokoronas	Kournas	24.286000877	35.320629891	160	Location known	Platakis 1961c	1094	GR4340010 - Drapano (voreioanatolikes Aktes) - Paralia Georgioupolis - Limni Kourna (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
170	Spilaio Monis Timiou Prodromou	Pelade, Grotte de Saint Jean Ie Prodrome	Natural	Kentriki Makedonia	Serres	Serres	Oinousa	23.619666323	41.141667628	407	Location known	Lindberg 1955b	871	GR1260009 - Koilada Timiou Prodromou-menoikion (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)|GR1260004 - Koryfes Orous Menoikion - Oros Kouskouras - Ypsoma - Spilaio Pelade (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
171	Spilaio Panagias Makrynis		Natural	Voreio Aigaio	Samos	Samos	Kallithea	26.601598909	37.727098571	796	Location known	Petrocheilos 1952e	1152	GR4120008 - Samos: Oros Kerkis (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
172	Spilaio Zoodochou Pigis II		Natural	Notio Aigaio	Thira	Thira	Kamari	25.474702431	36.371532627	189	Location known	Ioannou 1970a	798	GR4220003 - Santorini: Nea and Palia Kameni - Profitis Ilias (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
173	Spilaio Liparotrypa		Natural	Thessalia	Larisa	Tempi	Spilia	22.662800635	39.838899558	1023	Location known			GR1420007 - Oros Ossa (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
174	Spilaio Trypa tou Kalyvaki		Natural	Peloponnisos	Korinthia	Korinthos	Klenia	22.881797113	37.775071219	439	Location known				
175	Spilaio Savva Vardaki		Natural	Kriti	Irakleio	Malevizi	Tylisos	24.998175185	35.32724912	437	Location known				
176	Varathro Agrimotrypa		Natural	Kriti	Irakleio	Chersonisos	Dia island	25.19931186559273	35.444556373813	45	Location known	Paragamian 1992e	927	GR4310003 - Nisos Dia (Special Protection Area - Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
177	Varathro Lakki Kontari		Natural	Kriti	Irakleio	Malevizi	Gonies	24.930139372	35.277973324	844	Location known	Paragamian 1992b	924	GR4330005 - Oros Idi (Vorizia, Geranoi, Kali Madara) (Special Area of Conservation): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
178	Varathro Xepatomenos Tafkos		Natural	Kriti	Rethymno	Mylopotamos	Axos	24.838233357	35.304593199	624	Location known	Paragamian 1992j	932		
179	Spilaio Epta Parthenon		Natural	Notio Aigaio	Kalymnos	Kalymnos	Pothia	26.965403942	36.964062961	111	Location known	Kountouris 1952|Petrocheilou & Panagiotidis 1980|Petrocheilou 1984	861|978|1073		
180	Spilaio Skalion		Natural	Notio Aigaio	Kalymnos	Kalymnos	Skalia	26.958038278	37.030311212	113	Location known	Petrocheilou & Panagiotidis 1980|Petrocheilou 1984|Petrocheilou 1989d	978|1073|1077		
181	Spilaio Peristeri		Natural	Attiki	Nisoi Attikis	Troizinia	Methana	23.360092015	37.573172092	20	Location known	Petrocheilou 1974g|Petrocheilou 1984	1056|1073		
182	Spilaio Rachi II		Natural	Attiki	Voreios Tomeas Attikis	Agia Paraskevi	Agia Paraskevi	23.835468171	38.825741	370	Location known	Lindberg 1955b	871		
183	Spilaio Avras	Pozarsca Mala Pestera	Natural	Kentriki Makedonia	Pella	Almopia	Loutra Loutrakiou	21.914981682	40.97073872	404	Location known			GR1240008 - Oros Voras (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
184	Spilaio Peristera		Natural	Kriti	Lasithi	Agios Nikolaos	Vrachasi	25.570603543	35.270607366	391	Location known	Lindberg 1955a|Platakis 1952	870|1089	GR4320013 - Farangi Selinari - Vrachasi (Special Protection Area): Law 3937/2011 (OGG/Α 60/31.03.2011), Joint Ministerial Decision 50743/2017 (OGG 4432/B/15.12.17)	
