Census_ID	Species_ID	Species	Cave_Name	Cave_ID	Reference_Short	Reference_ID
15467	232	Diacyclops crassicaudis (Sars, 1863)	Spilaio Lamias	190	Lindberg 1956|Beron 2016	151|706
15468	232	Diacyclops crassicaudis (Sars, 1863)	Spilaio Fantaxospiliara	189	Lindberg 1956|Beron 2016	151|706
14571	233	Diacyclops zschokkei (Graeter, 1910)	Spilaio Drakoneras	126	Beron 2016|Lindberg 1955b|Lindberg 1955d	706|141|145
14572	233	Diacyclops zschokkei (Graeter, 1910)	Spilaio Agiou Nikolaou	143	Beron 2016|Lindberg 1955b|Lindberg 1955d	706|141|145
14573	233	Diacyclops zschokkei (Graeter, 1910)	Spilaio Drakou	106	Lindberg 1955d|Beron 2016	145|706
4976	234	Dictynidae sp.	Spilaio Neraidospilios 	113	Bosmans et al. 2013	678
15480	235	Dignathodon microcephalus (Lucas, 1846)	Spilaio Koutrouli	52	Beron 2016|Chamberlin 1956	706|150
6554	236	Diplocephalus sp.	Spilaio Doxa	191	Beron 2016	706
39873	237	Diplocephalus turcicus Brignoli, 1972	Spilaio Ntaveli	128	Bosmans & Chatzaki 2005|Brignoli 1974c|Brignoli 1979a|Beron 2016	579|263|320|706
40244	238	Ditomus tricuspidatus (Fabricius, 1792)	Spilaio Agias Triadas Tzagkarolon	107	Beron 2016|Coiffait 1955	706|134
5297	239	Dixus obscurus (Dejean, 1825)	Spilaio Kyklopon	127	Lindberg 1955d	145
38251	240	Dolichopeza graeca Mannheims, 1954	Spilaio Apano Skalas	55	Lindberg 1955d|Beron 2016	145|706
15485	241	Dolichopoda annae Boudou-Saltet, 1973	Small cave near Larisa	195	Boudou-Saltet 1973b|Willemse 1984|Boudou-Saltet 1985|Di Russo et al. 2014|Beron 2016	255|390|392|685|706
15486	241	Dolichopoda annae Boudou-Saltet, 1973	Railway tunnel	192	Di Russo et al. 2014	685
15487	241	Dolichopoda annae Boudou-Saltet, 1973	Spilaio Agias Paraskevis	193	Di Russo et al. 2014	685
15488	241	Dolichopoda annae Boudou-Saltet, 1973	Anonymous cave at Kallipefki	194	Di Russo et al. 2014	685
6609	242	Dolichopoda bakolitsasi Rampini & Di Russo, 2017	Varathro Dovrenas	196	Di Russo et al. 2017	721
8944	243	Dolichopoda calidnae Rampini & Di Russo, 2012	Spilaio Epta Parthenon	179	Rampini et al. 2012|Beron 2016|Di Russo et al. 2014	656|706|685
8945	243	Dolichopoda calidnae Rampini & Di Russo, 2012	Spilaio Skalion	180	Beron 2016|Di Russo et al. 2014|Rampini et al. 2012	706|685|656
15498	244	Dolichopoda cassagnaui Boudou-Saltet, 1971	Spilaio Agias Triadas	37	Boudou-Saltet 1971b|Boudou-Saltet 1980|Willemse 1984|Boudou-Saltet 1985|Di Russo et al. 2014|Beron 2016	237|335|390|392|685|706
33787	245	Dolichopoda dalensi Boudou-Saltet, 1972	Spilaio Kefalovrysou	197	Boudou-Saltet 1970a|Rampini et al. 2008|Boudou-Saltet 1972b|Willemse 1984|Boudou-Saltet 1985|Di Russo et al. 2014|Beron 2016	226|612|243|390|392|685|706
33705	246	Dolichopoda gasparoi Rampini & Di Russo, 2008	Spilaio Choirospilia	198	Di Russo et al. 2014|Beron 2016|Rampini et al. 2008	685|706|612
39261	247	Dolichopoda giachinoi Rampini & Di Russo, 2008	Spilaio Megalo Spilaio	99	Rampini et al. 2008|Beron 2016|Di Russo et al. 2014|Casale et al. 2013	612|706|685|662
9871	248	Dolichopoda giulianae Rampini & Di Russo, 2012	Spilaio Panagias Spilianis	158	Di Russo et al. 2014|Beron 2016|Rampini et al. 2012	685|706|656
15583	249	Dolichopoda graeca Chopard, 1964	Spilaio Peramatos	44	Chopard 1964|Boudou-Saltet 1970a|Us 1975|Willemse 1984|Boudou-Saltet 1985|Di Russo et al. 2014|Beron 2016	192|226|271|390|392|685|706
15554	250	Dolichopoda hussoni Chopard, 1934	Cave near Naousa	199	Mařan 1958|Willemse 1984	162|390
15557	250	Dolichopoda hussoni Chopard, 1934	Spilaio Megalou Alexandrou	200	Beron 2016|Di Russo et al. 2014|Willemse 1984|Chopard 1940|Chopard 1934	706|685|390|103|76
15558	250	Dolichopoda hussoni Chopard, 1934	Spilaio Paparadon	56	Beron 2016|Di Russo et al. 2014|Willemse 1984|Boudou-Saltet 1970a|Chopard 1955|Chopard 1940	706|685|390|226|137|103
37888	250	Dolichopoda hussoni Chopard, 1934	Spilaio Isvoron	72	Chopard 1955|Lindberg 1955d|Willemse 1984|Di Russo et al. 2014|Beron 2016	137|145|390|685|706
38252	250	Dolichopoda hussoni Chopard, 1934	Spilaio Apano Skalas	55	Chopard 1940|Chopard 1955|Willemse 1984|Di Russo et al. 2014|Beron 2016	103|137|390|685|706
15592	251	Dolichopoda insignis Chopard, 1955	Spilaio Oinois B'	201	Boudou-Saltet 1971a|Willemse 1984|Di Russo et al. 2014|Beron 2016	233|390|685|706
41782	251	Dolichopoda insignis Chopard, 1955	Spilaio Koutouki	86	Beron 2016|Di Russo et al. 2014|Boudou-Saltet 1985|Boudou-Saltet 1982|Boudou-Saltet 1980|Boudou-Saltet 1971a|Boudou-Saltet 1970a|Chopard 1955	706|685|392|356|335|233|226|137
15607	252	Dolichopoda ithakii Rampini & Di Russo, 2008	Spilaio Nymfon	43	Rampini et al. 2008|Di Russo et al. 2014|Beron 2016	612|685|706
33733	253	Dolichopoda kalithea Di Russo & Rampini, 2012	Spilaio Panagias Sarantaskaliotisas	202	Di Russo et al. 2014	685
33895	253	Dolichopoda kalithea Di Russo & Rampini, 2012	Spilaio Panagias Kakoperatianis	141	Di Russo et al. 2014|Beron 2016|Rampini et al. 2012	685|706|656
15612	254	Dolichopoda kiriakii Rampini & Di Russo, 2008	Spilaio Agias Kyriakis	203	Rampini et al. 2008|Di Russo et al. 2014|Beron 2016	612|685|706
15628	255	Dolichopoda lustriae Rampini & Di Russo, 2008	Cave at Vardousia Mount	204	Di Russo et al. 2014	685
15629	255	Dolichopoda lustriae Rampini & Di Russo, 2008	Spilaio Dafnis	206	Di Russo et al. 2014|Alexiou et al. 2014	685|681
38788	255	Dolichopoda lustriae Rampini & Di Russo, 2008	Spilaio Agiou Andrea	205	Di Russo et al. 2014|Beron 2016|Rampini et al. 2008	685|706|612
33819	256	Dolichopoda makrykapa Boudou-Saltet, 1980	Spilaio Pigi Nymfis	139	Beron 2016|Boudou-Saltet 1980|Alexiou et al. 2015|Di Russo et al. 2014|Alexiou et al. 2013|Boudou-Saltet 1985|Willemse 1984	706|335|693|685|676|392|390
33820	256	Dolichopoda makrykapa Boudou-Saltet, 1980	Spilaio Chiliadous	208	Di Russo et al. 2014	685
33821	256	Dolichopoda makrykapa Boudou-Saltet, 1980	Spilaio Agias Triadas Aboudiotisas	207	Di Russo et al. 2014	685
33822	256	Dolichopoda makrykapa Boudou-Saltet, 1980	Spilaio Skoteini	45	Di Russo et al. 2014	685
33739	257	Dolichopoda matsakisi Boudou-Saltet, 1972	Spilaio Limnon	32	Willemse 1984|Di Russo et al. 2014|Beron 2016|Boudou-Saltet 1972b	390|685|706|243
33740	257	Dolichopoda matsakisi Boudou-Saltet, 1972	Spilaio Analipsis	209	Di Russo et al. 2014	685
36760	258	Dolichopoda naxia Boudou-Saltet, 1972	Spilaio Za	20	Boudou-Saltet 1972a|Willemse 1984|Boudou-Saltet 1985|Di Russo et al. 2014|Beron 2016|Karny 1930	242|390|392|685|706|62
9093	259	Dolichopoda ochtoniai Rampini & Di Russo, 2015	Spilaio Graspilaia	137	Alexiou et al. 2015	693
33747	260	Dolichopoda paraskevii Boudou-Saltet, 1973	Spilaio Agias Paraskevis	13	Chopard 1957|Boudou-Saltet 1973a|Willemse 1984|Kollaros et al. 1991|Di Russo et al. 2014|Beron 2016	157|252|390|461|685|706
33748	260	Dolichopoda paraskevii Boudou-Saltet, 1973	Spilaio Atsiganospilios	84	Di Russo et al. 2014	685
33749	260	Dolichopoda paraskevii Boudou-Saltet, 1973	Spilaio Milatou	15	Chopard 1957|Boudou-Saltet 1973a|Willemse 1984|Kollaros et al. 1991|Di Russo et al. 2014|Beron 2016|Bacceti 1992	157|252|390|461|685|706|467
33750	260	Dolichopoda paraskevii Boudou-Saltet, 1973	Spilaio Peristera	184	Chopard 1957|Boudou-Saltet 1973a|Willemse 1984|Kollaros et al. 1991|Bacceti 1992	157|252|390|461|467
33751	260	Dolichopoda paraskevii Boudou-Saltet, 1973	Spilaio Diktaio Antro	16	Boudou-Saltet 1973a|Willemse 1984|Kollaros et al. 1991	252|390|461
23128	261	Dolichopoda patrizii Chopard, 1964	Spilaio Petala	168	Beron 2016|Di Russo et al. 2014|Boudou-Saltet 1985|Willemse 1984|Boudou-Saltet 1970a|Chopard 1965|Chopard 1964	706|685|392|390|226|197|192
33776	262	Dolichopoda pavesii Galvagni, 2002	Spilaio Drogkaratis	212	Rampini et al. 2008|Beron 2016|Di Russo et al. 2014	612|706|685
38561	262	Dolichopoda pavesii Galvagni, 2002	Spilaio Drakospilia Avythou	210	Beron 2016|Werner 1927b|Di Russo et al. 2014|Galvagni 2002	706|40|685|546
33863	263	Dolichopoda petrochilosi Chopard, 1954	Spilaio Panos	8	Chopard 1954|Lindberg 1955d|Willemse 1984|Di Russo et al. 2014	131|145|390|685
39874	263	Dolichopoda petrochilosi Chopard, 1954	Spilaio Ntaveli	128	Chopard 1955|Lindberg 1955d|Boudou-Saltet & Capolongo 1975|Boudou-Saltet 1980|Willemse 1984|Di Russo et al. 2014	137|145|266|335|390|685
41642	263	Dolichopoda petrochilosi Chopard, 1954	Spilaio Rachi I	103	Beron 2016|Willemse 1984|Boudou-Saltet 1980|Chopard 1955	706|390|335|137
41783	263	Dolichopoda petrochilosi Chopard, 1954	Spilaio Koutouki	86	Lindberg 1955d|Chopard 1955|Beron 2016|Di Russo et al. 2014|Boudou-Saltet 1985|Boudou-Saltet 1982|Boudou-Saltet 1980|Boudou-Saltet & Capolongo 1975|Boudou-Saltet 1970a	145|137|706|685|392|356|335|266|226
15724	264	Dolichopoda remyi Chopard, 1934	Spilaio Bujor	82	Chopard 1934|Chopard 1940|Willemse 1984|Di Russo et al. 2014|Beron 2016	76|103|390|685|706
15727	264	Dolichopoda remyi Chopard, 1934	Spilaio Kourada	214	Chopard 1940|Willemse 1984|Di Russo et al. 2014	103|390|685
22193	264	Dolichopoda remyi Chopard, 1934	Spilaio Katarrakton	213	Di Russo et al. 2014|Willemse 1984|Boudou-Saltet 1970a	685|390|226
30233	264	Dolichopoda remyi Chopard, 1934	Spilaio Arkoudospilia	77	Di Russo et al. 2014|Willemse 1984|Chopard 1940	685|390|103
30270	264	Dolichopoda remyi Chopard, 1934	Spilaio Avras	183	Beron 2016|Di Russo et al. 2014|Willemse 1984|Chopard 1940|Chopard 1934	706|685|390|103|76
37239	264	Dolichopoda remyi Chopard, 1934	Spilaio Voudli	88	Beron 2016|Di Russo et al. 2014|Boudou-Saltet 1985|Willemse 1984|Boudou-Saltet 1970a|Chopard 1955|Chopard 1940	706|685|392|390|226|137|103
9775	265	Dolichopoda saraolacosi Rampini & Di Russo, 2015	Mine gallery of Atsitsa	215	Beron 2016|Alexiou et al. 2015	706|693
1533	266	Dolichopoda sp.	Spilaio Andiparou	17	Beron 2016	706
1551	266	Dolichopoda sp.	Spilaio Kalampaki	18	Beron 2016	706
4354	266	Dolichopoda sp.	Spilaio Kontylos	92	Alexiou et al. 2014|Di Russo et al. 2014	681|685
4383	266	Dolichopoda sp.	Spilaio Agiou Athanasiou	93	Alexiou et al. 2014|Di Russo et al. 2014	681|685
6414	266	Dolichopoda sp.	Spilaio Peristera	184	Beron 2016	706
6657	266	Dolichopoda sp.	Spilaio Agias Kyriakis	203	Beron 2016	706
6723	266	Dolichopoda sp.	Cave near Lykouria	216	Di Russo et al. 2014	685
6742	266	Dolichopoda sp.	Spilaio Foros	218	Beron 2016	706
6746	266	Dolichopoda sp.	Spilaia Gouves	220	Beron 2016	706
6754	266	Dolichopoda sp.	Spilaio Riganiou	222	Di Russo et al. 2014	685
6758	266	Dolichopoda sp.	Spilaio Stenis	223	Di Russo et al. 2014	685
6760	266	Dolichopoda sp.	Varathro Tetrastomo	224	Beron 2016	706
21863	266	Dolichopoda sp.	Spilaio Gaki	219	Di Russo et al. 2014	685
33537	266	Dolichopoda sp.	Spilaio Korykeio Antro	51	Di Russo et al. 2014|Alexiou et al. 2014	685|681
34186	266	Dolichopoda sp.	Spilaio Varvaras	225	Di Russo et al. 2014	685
35913	266	Dolichopoda sp.	Spilaio Kokkinou Vrachou	49	Di Russo et al. 2014	685
36434	266	Dolichopoda sp.	Spilaio Ermi	217	Di Russo et al. 2014	685
38622	266	Dolichopoda sp.	Spilaio Katavothra Aliartou	221	Di Russo et al. 2014	685
40019	266	Dolichopoda sp.	Spilaio Drakotrypia	152	Di Russo et al. 2014	685
33023	267	Dolichopoda steriotisi Boudou-Saltet, 1972	Spilaio Anthropograva	166	Di Russo et al. 2014|Bacceti 1992	685|467
33024	267	Dolichopoda steriotisi Boudou-Saltet, 1972	Spilaio Megali Grava	4	Boudou-Saltet 1972a|Mahnert 1973|Willemse 1984|Boudou-Saltet 1985|Di Russo et al. 2014|Beron 2016|Bacceti 1992	242|254|390|392|685|706|467
15765	268	Dolichopoda thasosensis Chopard, 1964	Spilaio Drakotrypa	38	Chopard 1964|Boudou-Saltet 1970a|Boudou-Saltet 1982|Willemse 1984|Boudou-Saltet 1985|Di Russo et al. 2014|Beron 2016	192|226|356|390|392|685|706
33796	269	Dolichopoda unicolor Chopard, 1964	Spilaio Plaka I	229	Lindberg 1955d	145
33797	269	Dolichopoda unicolor Chopard, 1964	Spilaio Plaka II	226	Lindberg 1955d	145
33798	269	Dolichopoda unicolor Chopard, 1964	Spilaio Valiari	227	Lindberg 1955d	145
33799	269	Dolichopoda unicolor Chopard, 1964	Spilaio Megalo Spilio	228	Di Russo et al. 2014	685
33800	269	Dolichopoda unicolor Chopard, 1964	Spilaio Glyfadas Dirou	29	Di Russo et al. 2014	685
33802	269	Dolichopoda unicolor Chopard, 1964	Spilaio Kaiadas	133	Di Russo et al. 2014	685
33803	269	Dolichopoda unicolor Chopard, 1964	Spilaio Katafygi	116	Beron 2016|Di Russo et al. 2014|Boudou-Saltet 1985|Willemse 1984|Chopard 1965|Chopard 1964|Lindberg 1955d	706|685|392|390|197|192|145
34187	269	Dolichopoda unicolor Chopard, 1964	Spilaio Varvaras	225	Di Russo et al. 2014	685
15798	270	Dolichopoda vandeli Boudou-Saltet, 1970	Spilaio Kontylos	92	Alexiou et al. 2014	681
15799	270	Dolichopoda vandeli Boudou-Saltet, 1970	Spilaio Agias Triadas	230	Di Russo et al. 2014	685
15800	270	Dolichopoda vandeli Boudou-Saltet, 1970	Spilaio Akontiou	232	Di Russo et al. 2014	685
15801	270	Dolichopoda vandeli Boudou-Saltet, 1970	Spilaio Ermi	231	Boudou-Saltet 1970a|Boudou-Saltet 1970b|Boudou-Saltet 1980|Willemse 1984|Boudou-Saltet 1985|Di Russo et al. 2014|Beron 2016	226|227|335|390|392|685|706
14283	271	Doraegopis sp.	Spilaio Limnon	32	Beron 2016|Riedel 1992|Riedel 1986|Riedel 1982	706|465|415|354
13582	272	Doraegopis subaii Riedel, 1990	Spilaio Mavri Troupa	233	Beron 2016|Bank & Menkhorst 1988|Riedel 1990|Riedel 1992|Riedel 1996	706|437|448|465|502
29959	273	Dorycranosus splendens (Coggi, 1898)	Quary "Metalleio" of Agios Kirykos	234	Mahunka 2001|Beron 2016	540|706
29960	273	Dorycranosus splendens (Coggi, 1898)	Spilaio Paralias Potami	235	Beron 2016|Mahunka 2001	706|540
29640	275	Drassodes lapidosus (Walckenaer, 1802)	Spilaio Koutrouli	52	Roewer 1951|Bosmans et al. 2013|Beron 2016|Bosmans & Chatzaki 2005	1192|678|706|579
29641	275	Drassodes lapidosus (Walckenaer, 1802)	Spilaio Diktaio Antro	16	Brignoli 1979b|Bosmans et al. 2013|Roewer 1959|Bosmans & Chatzaki 2005|Beron 2016	323|678|170|579|706
32258	275	Drassodes lapidosus (Walckenaer, 1802)	Spilaio Katholikou	21	Bosmans & Chatzaki 2005|Roewer 1951|Bosmans et al. 2013	579|1192|678
41784	275	Drassodes lapidosus (Walckenaer, 1802)	Spilaio Koutouki	86	Beron 2016|Roewer 1959|Brignoli 1979b	706|170|323
20009	276	Drassodes lutescens (C. L. Koch, 1839)	Spilaio Kamilari	74	Bosmans et al. 2013	678
3575	277	Dugesia sp.	Spilaio Zoodochou Pigis I	71	Gasparo 2009|Beron 2016	629|706
38723	278	Duvalius bonzanoi Casale & Vigna Tagliandi, 1990	Spilaio Anemotrypa	95	Sciaky 1992|Hlaváč et al. 2017|Beron 2016|Casale et al. 1993|Casale & Vigna Taglianti 1990	1167|1210|706|476|459
36094	279	Duvalius boschi Jeannel, 1929	Spilaio sto Malimadi (Voutsi)	236	Wolf 1938|Casale et al. 1993|Jeannel 1929|Wolf 1937b|Pretner 2011	97|476|50|92|653
39639	279	Duvalius boschi Jeannel, 1929	Spilaio Kosta	57	Giachino & Lana 2005|Pretner 2011|Beron 2016|Wolf 1938|Wolf 1937b|Jeannel 1929	576|653|706|97|92|50
39673	279	Duvalius boschi Jeannel, 1929	Spilaio Petra	237	Giachino & Lana 2005|Pretner 2011|Jeannel 1929|Wolf 1937b|Wolf 1938|Casale et al. 1993|Beron 2016	576|653|50|92|97|476|706
33921	280	Duvalius calandrii Casale & Vigna Tagliandi, 1990	Spilaio Aera	98	Hlaváč et al. 2017|Beron 2016|Casale et al. 1993|Casale & Vigna Taglianti 1990	1210|706|476|459
34114	281	Duvalius comottii Casale, Gianchino, Vailati & Vigna Taglianti, 1996	Cave south of Epos	238	Beron 2016|Casale et al. 1996|Casale et al. 1993|Hlaváč et al. 2017	706|500|476|1210
34188	282	Duvalius genesti Casale & Vigna Tagliandi, 1984	Spilaio Varvaras	225	Casale & Lebenbauer 2010|Hlaváč et al. 2017|Casale & Vigna Taglianti 1984|Casale et al. 1993|Beron 2016	631|1210|377|476|706
39262	283	Duvalius ionicus Casale, Giachino & Vailati, 2013	Spilaio Megalo Spilaio	99	Hlaváč et al. 2017|Beron 2016|Casale et al. 2013	1210|706|662
40116	284	Duvalius joannidisi Casale, Giachino & M. Elonti, 1990	Spilaio Maara	118	Giachino & Vailati 2011|Casale et al. 1990|Casale & Giachino 1993|Casale et al. 1993	641|449|470|476
33926	285	Duvalius krueperi (Schaum, 1862)	Spilaio Korykeio Antro	51	Hlaváč et al. 2017|Sciaky 1992|Schaum 1862|Müller 1913|Casale et al. 1993	1210|1167|2|28|476
33927	285	Duvalius krueperi (Schaum, 1862)	Cave on the road to Fterolakka	240	Sciaky 1992|Beron 2016	1167|706
33928	285	Duvalius krueperi (Schaum, 1862)	Spilaio Profiti Ilia	239	Beron 2016|Sciaky 1992	706|1167
36435	286	Duvalius kyllenicus Scheibel, 1937	Spilaio Ermi	217	Pretner 2011|Scheibel 1937|Casale & Vigna Taglianti 1990|Casale et al. 1993|Beron 2016|Sciaky 1992|Hlaváč et al. 2017|Casale et al. 2017	653|87|459|476|706|1167|1210|1174
36436	287	Duvalius lucarellii Casale & Vigna Tagliandi, 1990	Spilaio Ermi	217	Sciaky 1992|Beron 2016|Casale et al. 1993|Casale & Vigna Taglianti 1990|Hlaváč et al. 2017|Casale et al. 2017	1167|706|476|459|1210|1174
34184	929	Duvalius marijkeae Casale, Giachino, Vailiati & Felix, 2017	Spilaio Tsouka	455	Casale et al. 2017	1174
6851	288	Duvalius merisioi Casale, Gianchino, Vailati & Vigna Taglianti, 1996	Cave south of Epos	238	Casale et al. 1993|Casale et al. 1996|Beron 2016	476|500|706
34053	289	Duvalius milenae Casale, 1983	Spilaio Askitotrypa	241	Beron 2016|Casale et al. 1993|Casale & Vigna Taglianti 1990|Fischhuber 1984|Hlaváč et al. 2017	706|476|459|373|1210
41186	930	Duvalius mirei Deuve, 2001	Anonymous small cave (pit) near Taygetos mt summit	456	Casale & Lebenbauer 2010	631
39685	290	Duvalius mixanigi Daffner, 1993	Spilaio Mythia Kabathoura	67	Hlaváč et al. 2017|Daffner 1993|Casale et al. 1993|Beron 2016	1210|474|476|706
33944	291	Duvalius montisoetae Casale, 1987	Spilaio Katavothra Oitis	242	Beron 2016|Casale et al. 1993|Casale 1987|Hlaváč et al. 2017	706|476|425|1210
34119	292	Duvalius oertzeni (L. Miller, 1884)	Spilaio Profiti Ilia	239	Beron 2016|Sciaky 1992	706|1167
34063	928	Duvalius passaueri Lebenbauer, 2005	Small anonymous cave at Lasithi plateau	451	Hlaváč et al. 2017|Beron 2016|Lebenbauer 2005	1210|706|584
34126	293	Duvalius petrochilosi Coiffait, 1965	Spilaio Peramatos	44	Beron 2016|Casale et al. 1993|Coiffait 1965|Hlaváč et al. 2017	706|476|199|1210
39263	294	Duvalius ruffoanus Casale, Giachino, Vailati & M. Rampini, 1993	Spilaio Megalo Spilaio	99	Hlaváč et al. 2017|Beron 2016|Casale et al. 2013|Casale et al. 1996|Casale et al. 1993	1210|706|662|500|476
33996	295	Duvalius sbordonii Vigna Taglianti, Genest & Sciaky, 1980	Varathro Trypa Vroulas	452	Lebenbauer 2005|Beron 2016|Daffner 1993	584|706|474
33997	295	Duvalius sbordonii Vigna Taglianti, Genest & Sciaky, 1980	Spilaio Tzani Spilios	136	Lebenbauer 2005|Daffner 1993|Vigna Taglianti 1980|Casale et al. 1993|Hlaváč et al. 2017	584|474|326|476|1210
39946	296	Duvalius sydowi Jeannel, 1930	Spilaio Agion Theodoron	243	Giachino & Lana 2005|Hlaváč et al. 2017|Beron 2016|Pretner 2011|Casale et al. 1993|Wolf 1938|Wolf 1937b|Jeannel 1930	576|1210|706|653|476|97|92|60
34189	297	Duvalius taygetanus Casale, 1979	Spilaio Varvaras	225	Casale & Lebenbauer 2010|Hlaváč et al. 2017|Casale 1979|Casale et al. 1993|Beron 2016	631|1210|321|476|706
6882	298	Duvalius vermionensis Casale, 1983	Spilaio Pozzeto	244	Casale 1983|Casale & Giachino 1993|Casale et al. 1993|Beron 2016	368|470|476|706
40071	299	Duvalius weiratheri Scheibel, 1937	Spilaio Stamataki	245	Beron 2016|Casale & Vigna Taglianti 1990|Sciaky 1992|Scheibel 1937|Pretner 2011	706|459|1167|87|653
40954	299	Duvalius weiratheri Scheibel, 1937	Cave "Pozzo A7"	147	Beron 2016|Sciaky 1992|Casale & Vigna Taglianti 1990|Bonzano & Calandri 1984	706|1167|459|387
40020	300	Duvalius wichmanni Jeannel, 1929	Spilaio Drakotrypia	152	Jeannel 1929|Scheibel 1937|Wolf 1937b|Wolf 1938|Casale 1979|Casale et al. 1993|Sciaky 1992|Hlaváč et al. 2017|Pretner 2011	50|87|92|97|321|476|1167|1210|653
35914	301	Duvalius zaimisi Jeannel, 1929	Spilaio Kokkinou Vrachou	49	Casale et al. 1996|Casale et al. 1993|Wolf 1938|Wolf 1937b|Jeannel 1930|Jeannel 1929	500|476|97|92|60|50
40082	301	Duvalius zaimisi Jeannel, 1929	Spilaio Liparotrypa	173	Pretner 2011|Beron 2016|Casale et al. 1996|Casale et al. 1993|Wolf 1938|Wolf 1937b|Jeannel 1930|Jeannel 1929|Hlaváč et al. 2017	653|706|500|476|97|92|60|50|1210
24581	303	Dysdera crocata C.L. Koch, 1838	Spilaio Agias Sofias	22	Bosmans & Chatzaki 2005|Bosmans et al. 2013|Roewer 1959|Roewer 1928	579|678|170|42
24582	303	Dysdera crocata C.L. Koch, 1838	Spilaio Kamilari	74	Roewer 1959|Brignoli 1979a|Deeleman-Reinhold & Deeleman 1988|Bosmans et al. 2013|Bosmans & Chatzaki 2005	170|320|427|678|579
24600	304	Dysdera ninnii Canestrini, 1868	Spilaio Petala	168	Bosmans & Chatzaki 2005|Brignoli 1979a|Roewer 1962	579|320|183
29698	304	Dysdera ninnii Canestrini, 1868	Spilaio Panagias Arkoudiotisas	68	Roewer 1959|Bosmans et al. 2013|Bosmans & Chatzaki 2005	170|678|579
2402	305	Dysdera sp.	Spilaio Katafygi	40	Beron 2016	706
12989	305	Dysdera sp.	Spilaio Agiou Ioanni	1	Beron 2016	706
20011	305	Dysdera sp.	Spilaio Kamilari	74	Beron 2016	706
37196	305	Dysdera sp.	Spilaio Stylokamara	87	Beron 2016	706
37240	305	Dysdera sp.	Spilaio Voudli	88	Beron 2016	706
26953	307	Dysderocrates gasparoi Deeleman-Reinhold, 1988	Spilaio Megali Grava	4	Bosmans & Chatzaki 2005|Beron 2016|Deeleman-Reinhold & Deeleman 1988	579|706|427
41055	308	Dysderocrates marani (Kratochvíl, 1937)	Spilaio Agias Sofias	22	Deeleman-Reinhold & Deeleman 1988|Beron 2016|Bosmans et al. 2013|Bosmans & Chatzaki 2005	427|706|678|579
41056	308	Dysderocrates marani (Kratochvíl, 1937)	Spilaio Doxa	191	Deeleman-Reinhold & Deeleman 1988|Beron 2016|Gasparo 2003|Bosmans et al. 2013|Bosmans & Chatzaki 2005	427|706|556|678|579
41057	308	Dysderocrates marani (Kratochvíl, 1937)	Spilaio Trapeza	247	Brignoli 1979a|Brignoli 1979b|Deeleman-Reinhold & Deeleman 1988|Beron 2016|Bosmans et al. 2013|Bosmans & Chatzaki 2005	320|323|427|706|678|579
41058	308	Dysderocrates marani (Kratochvíl, 1937)	Spilaio Kato Marathospilios	75	Bosmans & Chatzaki 2005|Brignoli 1979a|Deeleman-Reinhold & Deeleman 1988|Beron 2016|Bosmans et al. 2013|Roewer 1959	579|320|427|706|678|170
41059	308	Dysderocrates marani (Kratochvíl, 1937)	Spilaio Lamias	190	Bosmans & Chatzaki 2005|Bosmans et al. 2013|Deeleman-Reinhold & Deeleman 1988|Roewer 1959	579|678|427|170
41060	308	Dysderocrates marani (Kratochvíl, 1937)	Spilaio Sfentoni Trypa	26	Deeleman-Reinhold & Deeleman 1988|Beron 2016|Gasparo 2003|Bosmans et al. 2013|Bosmans & Chatzaki 2005	427|706|556|678|579
1535	309	Echinarmadillidium cycladicum Schmalfuss & Sfenthourakis, 1995	Spilaio Andiparou	17	Beron 2016	706
2404	309	Echinarmadillidium cycladicum Schmalfuss & Sfenthourakis, 1995	Spilaio Katafygi	40	Beron 2016	706
6944	309	Echinarmadillidium cycladicum Schmalfuss & Sfenthourakis, 1995	Varathro Petrokotsyfou	248	Schmalfuss & Sfenthourakis 1995|Beron 2016	494|706
32781	310	Edriocampa ghigii Silvestri, 1932	Spilaio Thergiospilios	167	Condé 1984|Beron 2016	386|706
36660	311	Eiseniella tetraedra (Savigny, 1826)	Spilaio Paparadon	56	Beron 2016|Omodeo 1955|Szederjesi et al. 2017	706|135|724
36755	311	Eiseniella tetraedra (Savigny, 1826)	Spilaio Za	20	Szederjesi 2015|Szederjesi et al. 2017	696|724
37025	311	Eiseniella tetraedra (Savigny, 1826)	Cave NW of Naousa	249	Rémy & Schweitzer 1939|Szederjesi et al. 2017|Černosvitov 1938a|Černosvitov 1939	99|724|95|1222
38253	311	Eiseniella tetraedra (Savigny, 1826)	Spilaio Apano Skalas	55	Szederjesi et al. 2017|Rémy & Schweitzer 1939|Omodeo 1955|Lindberg 1955d|Michalis 1982|Beron 2016	724|99|135|145|352|706
14851	312	Elaphoidella elaphoides (Chappuis, 1924)	Spilaio Agiou Nikolaou	143	Lindberg 1955d|Beron 2016|Chappuis 1955	145|706|136
14847	313	Elaphoidella eucharis Chappuis, 1953	Spilaio Katafygi	116	Beron 2016|Lindberg 1955c|Chappuis 1953	706|142|125
14844	314	Elaphoidella minos Chappuis, 1956	Spilaio Ellinospilios	101	Beron 2016|Chappuis 1956	706|152
41494	918	Elaphoidella sp.	Spilaio Rachi II	182	Beron 2016|Lindberg 1955d	706|145
