Census_ID	Species_ID	Species	Cave_Name	Cave_ID	Reference_Short	Reference_ID
47684	946	Stenus sp.	Spilaio Idaio Antro	124	Giachino & Lana 2005	576
25577	401	Stygopholcus photophilus Senglet, 1971	The Lost Glasses cave	407	Naumova et al. 2016	708
25578	401	Stygopholcus photophilus Senglet, 1971	Spilaio Agias Elenis	35	Bosmans & Chatzaki 2005|Beron 2016|Deltshev 1985	579|706|403
25579	401	Stygopholcus photophilus Senglet, 1971	Spilaio Drakotrypa	38	Bosmans & Chatzaki 2005|Deltshev 1985|Beron 2016	579|403|706
27324	401	Stygopholcus photophilus Senglet, 1971	Spilaio Katsampa	2	Brignoli 1976|Brignoli 1979a|Beron 2016|Bosmans & Chatzaki 2005	278|320|706|579
47820	401	Stygopholcus photophilus Senglet, 1971	Spilaio Nymfon	132	Bosmans & Chatzaki 2005|Beron 2016|Brignoli 1984	579|706|389
47950	401	Stygopholcus photophilus Senglet, 1971	Spilaio Profiti Ilia	142	Bosmans & Chatzaki 2005|Beron 2016|Brignoli 1984|Brignoli 1979b	579|706|389|323
59138	401	Stygopholcus photophilus Senglet, 1971	Spilaio Agias Sofias	22	Bosmans et al. 2013|Senglet 2001|Bosmans & Chatzaki 2005	678|538|579
61786	789	Sulcia cretica Fage, 1945	Spilaio Limnon	32	Beron 2016|Brignoli 1976|Bosmans & Chatzaki 2005	706|278|579
61787	789	Sulcia cretica Fage, 1945	Spilaio Nymfon	43	Brignoli 1974a|Brignoli 1979a|Beron 2016|Bosmans & Chatzaki 2005	259|320|706|579
61788	789	Sulcia cretica Fage, 1945	Spilaio Drogkaratis	212	Beron 2016|Gasparo 2004b	706|565
